,Lineup
4474,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Howie Kendrick (15258070)', 'Jose Peraza (15258324)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)', 'Victor Robles (15258396)']"
4475,"['Walker Buehler (15258586)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Nick Madrigal (15258230)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Christian Yelich (15258006)', 'Jay Bruce (15258298)', 'Max Kepler (15258061)']"
4476,"['Triston McKenzie (15257970)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Max Kepler (15258061)', 'Jorge Soler (15258074)', 'Wil Myers (15258127)']"
4477,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Roberto Perez (15258281)', 'Cody Bellinger (15257984)', 'Cesar Hernandez (15258088)', 'DJ LeMahieu (15258035)', 'Javier Baez (15258058)', 'Aaron Hicks (15258148)', 'J.D. Martinez (15258003)', 'Franmil Reyes (15258094)']"
4478,"['Adrian Houser (15258614)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Cody Bellinger (15257984)', 'Kevin Newman (15258129)', 'Rafael Devers (15257998)', 'Kevin Newman (15258129)', 'Eddie Rosario (15258085)', 'Ben Gamel (15258252)', 'Trent Grisham (15258083)']"
4479,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Omar Narvaez (15258140)', 'Carlos Santana (15258097)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Victor Robles (15258396)', 'Trent Grisham (15258083)', 'Juan Soto (15257981)']"
4480,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Gary Sanchez (15258079)', 'Mitch Moreland (15258080)', 'Jose Peraza (15258324)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Aaron Hicks (15258148)', 'Ben Gamel (15258252)', 'Ian Happ (15258086)']"
4481,"['Adrian Houser (15258614)', 'Max Scherzer (15257957)', 'Austin Romine (15258143)', 'Eric Hosmer (15258062)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'AJ Pollock (15258091)', 'Delino DeShields (15258515)', 'Jose Peraza (15258324)']"
4482,"['Dinelson Lamet (15257959)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Adam Frazier (15258194)', 'Bobby Dalbec (15258279)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Shohei Ohtani (15258029)', 'Jorge Soler (15258074)']"
4483,"['Spencer Turnbull (15258611)', 'Jose Berrios (15257965)', 'Roberto Perez (15258281)', 'Bobby Dalbec (15258279)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Franmil Reyes (15258094)', 'Christian Yelich (15258006)', 'J.D. Martinez (15258003)']"
4484,"['Max Scherzer (15257957)', 'Walker Buehler (15258586)', 'Daulton Varsho (15258498)', 'Eric Hosmer (15258062)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Wil Myers (15258127)', 'Alex Verdugo (15258039)', 'Delino DeShields (15258515)']"
4485,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Willson Contreras (15258020)', 'Luke Voit (15258071)', 'Adam Frazier (15258194)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Jay Bruce (15258298)', 'Adam Frazier (15258194)', 'Christian Yelich (15258006)']"
4486,"['Walker Buehler (15258586)', 'Triston McKenzie (15257970)', 'Jacob Stallings (15258258)', 'Carlos Santana (15258097)', 'Keston Hiura (15258000)', 'Jose Ramirez (15258011)', 'Kevin Newman (15258129)', 'Jose Martinez (15259170)', 'Christian Yelich (15258006)', 'Aaron Hicks (15258148)']"
4487,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Roberto Perez (15258281)', 'Eric Hosmer (15258062)', 'Cesar Hernandez (15258088)', 'Rafael Devers (15257998)', 'Xander Bogaerts (15258001)', 'Aaron Hicks (15258148)', 'Jose Martinez (15259170)', 'Alex Verdugo (15258039)']"
4488,"['Triston McKenzie (15257970)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Christian Walker (15258054)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Tyler Naquin (15258296)', 'J.D. Martinez (15258003)', 'Christian Yelich (15258006)']"
4489,"['Walker Buehler (15258586)', 'Dinelson Lamet (15257959)', 'Austin Romine (15258143)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Willy Adames (15258089)', 'Christian Yelich (15258006)', 'Nomar Mazara (15258349)', 'Juan Soto (15257981)']"
4490,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Yasmani Grandal (15258024)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'Rafael Devers (15257998)', 'Francisco Lindor (15258007)', 'Adam Frazier (15258194)', 'Trent Grisham (15258083)', 'Tyler Naquin (15258296)']"
4491,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Anthony Rizzo (15258004)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Aaron Hicks (15258148)', 'Adam Frazier (15258194)', 'Victor Robles (15258396)']"
4492,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Willy Adames (15258089)', 'Eddie Rosario (15258085)', 'Victor Reyes (15258186)', 'Jose Peraza (15258324)']"
4493,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Gary Sanchez (15258079)', 'Luke Voit (15258071)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Kevin Newman (15258129)', 'Wil Myers (15258127)', 'Christian Yelich (15258006)', 'Adam Frazier (15258194)']"
4494,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Luke Voit (15258071)', 'Adam Frazier (15258194)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Hunter Renfroe (15258151)', 'Wil Myers (15258127)']"
4495,"['Jordan Montgomery (15257966)', 'Max Scherzer (15257957)', 'Gary Sanchez (15258079)', 'Bobby Dalbec (15258279)', 'Adam Frazier (15258194)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Max Kepler (15258061)', 'Alex Verdugo (15258039)', 'Trent Grisham (15258083)']"
4496,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Wil Myers (15258127)', 'Tyler Naquin (15258296)', 'Franmil Reyes (15258094)']"
4497,"['Walker Buehler (15258586)', 'Jose Berrios (15257965)', 'Omar Narvaez (15258140)', 'Josh Bell (15258155)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)', 'Alex Gordon (15258463)']"
4498,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Adam Frazier (15258194)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Tyler Naquin (15258296)', 'Christian Yelich (15258006)', 'Jorge Soler (15258074)']"
4499,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Shohei Ohtani (15258029)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Kevin Newman (15258129)', 'Daulton Varsho (15258498)', 'Avisail Garcia (15258163)', 'Christian Yelich (15258006)']"
4500,"['Kyle Hendricks (15257963)', 'Triston McKenzie (15257970)', 'Yasmani Grandal (15258024)', 'Anthony Rizzo (15258004)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Max Kepler (15258061)', 'Juan Soto (15257981)', 'Tyler Naquin (15258296)']"
4501,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Michael Chavis (15258110)', 'Cesar Hernandez (15258088)', ""Ke'Bryan Hayes (15258566)"", 'Kevin Newman (15258129)', 'Mike Trout (15257980)', 'Wil Myers (15258127)', 'Christian Yelich (15258006)']"
4502,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'Jacob Stallings (15258258)', 'Mitch Moreland (15258080)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Byron Buxton (15258139)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)']"
4503,"['Kyle Hendricks (15257963)', 'Jordan Montgomery (15257966)', 'Daulton Varsho (15258498)', 'Cody Bellinger (15257984)', 'Kevin Newman (15258129)', 'Bobby Dalbec (15258279)', 'Xander Bogaerts (15258001)', 'Trent Grisham (15258083)', 'Mike Trout (15257980)', 'Shohei Ohtani (15258029)']"
4504,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Xander Bogaerts (15258001)', 'Tyler Naquin (15258296)', 'Eddie Rosario (15258085)', 'Victor Reyes (15258186)']"
4505,"['Dinelson Lamet (15257959)', 'Jose Berrios (15257965)', 'Roberto Perez (15258281)', 'Max Muncy (15257988)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Tyler Naquin (15258296)', 'Victor Reyes (15258186)', 'Max Kepler (15258061)']"
4506,"['Dinelson Lamet (15257959)', 'Adrian Houser (15258614)', 'Roberto Perez (15258281)', 'Cody Bellinger (15257984)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)', 'Victor Robles (15258396)']"
4507,"['Jordan Montgomery (15257966)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Justin Smoak (15258112)', 'Jake Cronenworth (15258100)', 'Bobby Dalbec (15258279)', 'Francisco Lindor (15258007)', 'Juan Soto (15257981)', 'J.D. Martinez (15258003)', 'Wil Myers (15258127)']"
4508,"['Triston McKenzie (15257970)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Luke Voit (15258071)', 'Jose Peraza (15258324)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Randy Arozarena (15258226)', 'Juan Soto (15257981)', 'J.D. Martinez (15258003)']"
4509,"['Dinelson Lamet (15257959)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Shohei Ohtani (15258029)', 'Michael Chavis (15258110)', 'DJ LeMahieu (15258035)', 'Francisco Lindor (15258007)', 'Trent Grisham (15258083)', 'Adam Frazier (15258194)', 'J.D. Martinez (15258003)']"
4510,"['Triston McKenzie (15257970)', 'Jose Berrios (15257965)', 'Omar Narvaez (15258140)', 'Anthony Rizzo (15258004)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)', 'J.D. Martinez (15258003)']"
4511,"['Jose Berrios (15257965)', 'Triston McKenzie (15257970)', 'Yasmani Grandal (15258024)', 'Shohei Ohtani (15258029)', 'Ketel Marte (15257987)', 'Rafael Devers (15257998)', 'Xander Bogaerts (15258001)', 'Victor Robles (15258396)', 'Aaron Hicks (15258148)', 'Ian Happ (15258086)']"
4512,"['Max Scherzer (15257957)', 'Charlie Morton (15257964)', 'Willson Contreras (15258020)', 'Howie Kendrick (15258070)', 'Jonathan Schoop (15258064)', 'Bobby Dalbec (15258279)', 'Francisco Lindor (15258007)', 'Hunter Renfroe (15258151)', 'Christian Yelich (15258006)', 'Alex Gordon (15258463)']"
4513,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Mitch Moreland (15258080)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Manuel Margot (15258268)', 'J.D. Martinez (15258003)', 'Aaron Hicks (15258148)']"
4514,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Roberto Perez (15258281)', 'Jose Abreu (15257999)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Tyler Naquin (15258296)', 'Christian Yelich (15258006)', 'Randy Arozarena (15258226)']"
4515,"['Max Scherzer (15257957)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Josh Bell (15258155)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'J.D. Martinez (15258003)', 'Eddie Rosario (15258085)', 'Randy Arozarena (15258226)']"
4516,"['Walker Buehler (15258586)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Eric Hosmer (15258062)', 'Jose Peraza (15258324)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Ian Happ (15258086)', 'Tyler Naquin (15258296)', 'Trent Grisham (15258083)']"
4517,"['Walker Buehler (15258586)', 'Kyle Hendricks (15257963)', 'Omar Narvaez (15258140)', 'Carlos Santana (15258097)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Nomar Mazara (15258349)', 'Victor Robles (15258396)', 'Wil Myers (15258127)']"
4518,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Luke Voit (15258071)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Ian Happ (15258086)', 'Delino DeShields (15258515)', 'Christian Yelich (15258006)']"
4519,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Max Muncy (15257988)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Gregory Polanco (15258267)', 'Wil Myers (15258127)', 'Juan Soto (15257981)']"
4520,"['Dinelson Lamet (15257959)', 'Walker Buehler (15258586)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Jose Peraza (15258324)', 'Josh Donaldson (15258175)', 'Adalberto Mondesi (15258218)', 'Avisail Garcia (15258163)', 'Eddie Rosario (15258085)', 'Shohei Ohtani (15258029)']"
4521,"['Kyle Hendricks (15257963)', 'Adrian Houser (15258614)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Victor Reyes (15258186)', 'Juan Soto (15257981)', 'Hunter Dozier (15258065)']"
4522,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Willson Contreras (15258020)', 'Luke Voit (15258071)', 'DJ LeMahieu (15258035)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Jose Peraza (15258324)', 'J.D. Martinez (15258003)', 'Delino DeShields (15258515)']"
4523,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Gary Sanchez (15258079)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Daulton Varsho (15258498)', 'Trent Grisham (15258083)', 'Juan Soto (15257981)']"
4524,"['Max Scherzer (15257957)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Carlos Santana (15258097)', 'Jonathan Schoop (15258064)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Aaron Hicks (15258148)', 'Jose Martinez (15259170)', 'Avisail Garcia (15258163)']"
4525,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Luis Urias (15258105)', 'Francisco Lindor (15258007)', 'Adam Frazier (15258194)', 'Cody Bellinger (15257984)', 'Christian Yelich (15258006)']"
4526,"['Jose Berrios (15257965)', 'Jordan Montgomery (15257966)', 'Omar Narvaez (15258140)', 'Luke Voit (15258071)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Nelson Cruz (15257978)', 'Victor Robles (15258396)', 'Wil Myers (15258127)']"
4527,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Michael Chavis (15258110)', 'Jose Ramirez (15258011)', 'Xander Bogaerts (15258001)', 'Ian Happ (15258086)', 'Jurickson Profar (15258158)', 'Trent Grisham (15258083)']"
4528,"['Triston McKenzie (15257970)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Shohei Ohtani (15258029)', 'Michael Chavis (15258110)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Juan Soto (15257981)', 'Christian Yelich (15258006)', 'Daulton Varsho (15258498)']"
4529,"['Dinelson Lamet (15257959)', 'Jordan Montgomery (15257966)', 'Gary Sanchez (15258079)', 'Mitch Moreland (15258080)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Tyler Wade (15258388)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)', 'Tyler Naquin (15258296)']"
4530,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Daulton Varsho (15258498)', 'Mitch Moreland (15258080)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Trent Grisham (15258083)', 'Wil Myers (15258127)', 'Tyler Naquin (15258296)']"
4531,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Jacob Stallings (15258258)', 'Howie Kendrick (15258070)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'J.D. Martinez (15258003)', 'Victor Reyes (15258186)', 'Cody Bellinger (15257984)']"
4532,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Yasmani Grandal (15258024)', 'Josh Bell (15258155)', 'Jonathan Schoop (15258064)', 'Manny Machado (15258022)', 'Jorge Polanco (15258025)', 'Aaron Hicks (15258148)', 'Jorge Soler (15258074)', 'Wil Myers (15258127)']"
4533,"['Jose Berrios (15257965)', 'Walker Buehler (15258586)', 'Jacob Stallings (15258258)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Victor Reyes (15258186)', 'Tyler Naquin (15258296)', 'Ian Happ (15258086)']"
4534,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Roberto Perez (15258281)', 'Josh Bell (15258155)', 'Cesar Hernandez (15258088)', 'Bobby Dalbec (15258279)', 'Kevin Newman (15258129)', 'Ian Happ (15258086)', 'Christian Yelich (15258006)', 'Juan Soto (15257981)']"
4535,"['Kyle Hendricks (15257963)', 'Triston McKenzie (15257970)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Juan Soto (15257981)', 'Tyler Naquin (15258296)']"
4536,"['Dinelson Lamet (15257959)', 'Triston McKenzie (15257970)', 'Willson Contreras (15258020)', 'Jose Martinez (15259170)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Willy Adames (15258089)', 'Ian Happ (15258086)', 'Christian Yelich (15258006)', 'Gregory Polanco (15258267)']"
4537,"['Dinelson Lamet (15257959)', 'Triston McKenzie (15257970)', 'Daulton Varsho (15258498)', 'Cody Bellinger (15257984)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Kevin Newman (15258129)', 'Trent Grisham (15258083)', 'Wil Myers (15258127)', 'Cody Bellinger (15257984)']"
4538,"['Max Scherzer (15257957)', 'Zack Wheeler (15257960)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Shohei Ohtani (15258029)', 'Franmil Reyes (15258094)', 'Jose Martinez (15259170)']"
4539,"['Triston McKenzie (15257970)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Jonathan Schoop (15258064)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Max Kepler (15258061)', 'Wil Myers (15258127)', 'Christian Yelich (15258006)']"
4540,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'J.T. Realmuto (15258010)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Gregory Polanco (15258267)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)']"
4541,"['Zack Wheeler (15257960)', 'Kyle Hendricks (15257963)', 'Daulton Varsho (15258498)', 'Max Muncy (15257988)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Juan Soto (15257981)', 'Tyler Naquin (15258296)', 'Victor Reyes (15258186)']"
4542,"['Kyle Hendricks (15257963)', 'Adrian Houser (15258614)', 'Daulton Varsho (15258498)', 'Mitch Moreland (15258080)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Juan Soto (15257981)', 'Eddie Rosario (15258085)', 'Avisail Garcia (15258163)']"
4543,"['Triston McKenzie (15257970)', 'Dinelson Lamet (15257959)', 'Daulton Varsho (15258498)', 'Cody Bellinger (15257984)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'Adam Frazier (15258194)', 'Randy Arozarena (15258226)', 'Trent Grisham (15258083)']"
